Timestamp,Latitude,Longitude,NDVI,Humidity,LST_C,Temperature
2025-07-08 08:00:04,13.050423238108484,80.1667661801389,0.1061220335878589,71.74704087962142,46.03099337124789,34.11809688519537
2025-07-08 08:01:26,13.0483,80.1666,0.159,70.2,46.21,32.3
2025-07-08 08:02:00,12.9995,80.2684,0.219,73.0,45.27,31.8
2025-07-08 08:03:00,13.1656,80.271,0.148,68.2,43.85,32.9
2025-07-08 08:04:03,13.0483,80.1666,0.159,69.0,46.21,32.9
2025-07-08 08:05:22,13.046950354941751,80.16751589050509,0.1587196268314427,71.31322663571017,46.24491258929886,32.92055273729038
2025-07-08 08:08:32,13.050292182845087,80.1680522860973,0.1211008589156018,71.03017941327641,46.08326152158291,36.43127249994871
2025-07-08 08:11:03,13.0454935049057,80.1687120919512,0.1320330948535439,71.42661455962102,46.15380436349694,37.28882329136717
2025-07-08 08:15:37,13.04885223718597,80.1657493495878,0.1154233893848316,68.00789551325198,46.06997700487146,32.657759867118536
2025-07-08 08:17:14,13.0483,80.1666,0.159,69.2,46.21,32.0
2025-07-08 08:18:14,13.0483,80.1666,0.159,69.1,46.21,32.2
2025-07-08 08:18:30,13.051172294446928,80.16916075934954,0.191136116443107,70.64844560434929,46.04431370453594,35.20597383561821
2025-07-08 08:19:46,13.04992296951241,80.1664681486154,0.140209674200811,66.44838641354714,46.48864744832539,30.54150104185213
2025-07-08 08:30:42,13.04583037934377,80.16652017321641,0.1533861398286585,70.38484225102255,46.57716360050456,36.64140617820382
2025-07-08 08:32:14,13.047018104090103,80.16409384044456,0.1283437436395175,66.84282886920155,46.130995694300616,33.148132769124835
2025-07-08 08:34:26,13.049987621528638,80.16677711383312,0.1799455504406415,68.11963446225802,46.01041844710802,38.10322685148903
2025-07-08 08:34:48,13.04944187259644,80.1638558549215,0.1303281789592618,70.15345038472567,46.41725035006267,30.897334528457733
2025-07-08 08:37:02,13.04950730175071,80.16595761922757,0.1369407914360585,69.97802700969632,46.28825136756413,30.768657463194955
2025-07-08 08:42:43,13.051109941550916,80.16880470816224,0.1528138136479147,64.40319931110079,46.14105006571495,38.97830594496318
2025-07-08 08:43:56,13.046263392363343,80.1664943533875,0.1168055766080202,66.8909837655854,46.26524935686441,31.199261523158125
2025-07-08 08:45:28,13.050607206906092,80.16643088891743,0.1739635490486338,67.2092375860392,46.20926802099222,38.03692802018667
2025-07-08 08:46:45,13.045333351204066,80.16404677386086,0.1353447461282291,63.4866340320012,46.34830044197288,32.36955305109634
2025-07-08 08:47:06,13.045672422034372,80.16775494766222,0.1471026190179667,64.87136377625487,45.82034094243061,32.20792924223769
2025-07-08 08:52:20,13.04710559465374,80.16938439618104,0.1676639084703464,61.25070416603433,46.12718862480926,31.77819875285342
2025-07-08 08:57:49,13.05080856415534,80.16822491800089,0.140462096235374,62.74648625761308,46.24355302100919,37.63084680954502
2025-07-08 09:01:47,13.045990735831648,80.16460942399829,0.1829882610064898,58.36693531129324,46.19302762013191,34.244585161906805
2025-07-08 09:03:00,12.9995,80.2684,0.219,70.1,45.27,33.2
2025-07-08 09:04:00,13.1656,80.271,0.148,66.0,43.85,34.4
2025-07-08 09:09:33,13.049671090085212,80.16637972725775,0.167759056152143,64.30814167605695,46.14823701705581,36.48733485625701
2025-07-08 09:15:52,13.049975880258506,80.16879283432739,0.1361201864398055,64.02870860158616,46.09817348932703,36.15941072999096
2025-07-08 09:18:24,13.0483,80.1666,0.159,66.6,46.21,33.9
2025-07-08 09:19:11,13.050126238228064,80.16857151588442,0.1036261256546551,62.574516614888665,46.41222761863881,36.63383733743889
2025-07-08 09:19:50,13.049724559125517,80.16779378892875,0.1431195013846058,61.38523553909222,46.01055781075347,30.67445296860833
2025-07-08 09:22:15,13.048380687315436,80.16361239718258,0.184257839346694,59.07720537439669,46.38117379747192,31.587816759340235
2025-07-08 09:26:47,13.047216641426214,80.16425074772107,0.1621604451428065,59.751914443346735,46.28211158066979,33.287635609021955
2025-07-08 09:31:50,13.048524461047162,80.16519955731422,0.2066103112228479,56.43579527024084,46.05905970222924,38.36826526891445
2025-07-08 09:32:16,13.04596948966161,80.16399244520856,0.1468542512833796,58.34529825400568,45.97221756138819,37.65534896846899
2025-07-08 09:36:14,13.049007433364322,80.16703341883571,0.1607394794469927,59.81547035565241,45.971472428327615,34.71947258671024
2025-07-08 09:39:39,13.047843174971646,80.16897984761533,0.1638179150867743,59.18516016586604,46.08695862841488,31.417002523285426
2025-07-08 09:39:57,13.049786503386004,80.16361162287407,0.1770069053871817,58.27013470226042,45.93611461281607,37.66112710204317
2025-07-08 09:40:53,13.050001136995965,80.16903231895373,0.1751424274937509,61.73627982679546,46.32155685615323,37.10223983982616
2025-07-08 09:40:59,13.050739612456322,80.1677414718664,0.1685701853475439,58.18798344833092,46.428397877782125,38.06689178136888
2025-07-08 09:44:21,13.163705871462763,80.27293148073018,0.130056608892019,72.77890373641763,43.99982602734156,34.67835230711841
2025-07-08 09:45:29,13.16607808139856,80.26940106175451,0.126321017020247,68.91562763953232,43.84435056118433,31.53617381268237
2025-07-08 09:45:52,13.168304665733396,80.27145640733133,0.210843050531003,68.56623809362162,43.65387679625356,36.66644645071621
2025-07-08 09:46:23,13.164308240840796,80.2727071888017,0.1402061281762204,65.87642672091765,43.64333789395602,31.83785264653956
2025-07-08 09:48:04,13.164474725432502,80.27048267934047,0.1468095109418498,68.92021174707364,43.90250399513438,31.198796439916176
2025-07-08 09:58:55,13.1644212862167,80.27376262742654,0.2254100358590419,66.57541424505537,43.90372008075734,35.00394296796541
2025-07-08 10:03:27,13.16446390058978,80.27145255564935,0.0782952734068079,62.990919324162576,43.79918816307316,37.04380543341272
2025-07-08 10:04:00,12.9995,80.2684,0.219,67.5,45.27,34.1
2025-07-08 10:05:00,13.1656,80.271,0.148,63.1,43.85,35.7
2025-07-08 10:10:21,13.16766142193526,80.26941341726838,0.1508124420970799,61.56816479388621,43.78650460751082,32.027709574325165
2025-07-08 10:13:26,13.16349380162344,80.27324044211231,0.1874920488271053,62.80364078201191,44.028390025895696,33.99030253277952
2025-07-08 10:14:53,13.164908138629936,80.2692881357683,0.1911557690577999,59.74535559555884,44.06319164504247,33.66982709075164
2025-07-08 10:16:31,13.168261889170804,80.26917137465462,0.1199062625051131,60.94980215604665,43.68246937729484,35.55454787945602
